Time	Left Crest X	Left Crest Y	Left Crest Z	Left Hip X	Left Hip Y	Left Hip Z	Left Knee X	Left Knee Y	Left Knee Z	Left Ankle X	Left Ankle Y	Left Ankle Z	Left Foot X	Left Foot Y	Left Foot Z	Right Crest X	Right Crest Y	Right Crest Z	Right Hip X	Right Hip Y	Right Hip Z	Right Knee X	Right Knee Y	Right Knee Z	Right Ankle X	Right Ankle Y	Right Ankle Z	Right Foot X	Right Foot Y	Right Foot Z	R1 X	R1 Y	R1 Z	R2 X	R2 Y	R2 Z	R3 X	R3 Y	R3 Z	R4 X	R4 Y	R4 Z	R5 X	R5 Y	R5 Z	R6 X	R6 Y	R6 Z	L1 X	L1 Y	L1 Z	L2 X	L2 Y	L2 Z	L3 X	L3 Y	L3 Z	L4 X	L4 Y	L4 Z	L5 X	L5 Y	L5 Z	L6 X	L6 Y	L6 Z
1.480000																			0.25173736	1.36501312	0.31245759				0.26525369	1.37283146	0.15508458																																							
1.490000																			0.25221068	1.36960077	0.31332928				0.26610926	1.38788807	0.15012668																																							
1.500000																			0.25171539	1.37404263	0.31392384				0.26712245	1.40163314	0.14603469																																							
1.510000																			0.25109330	1.37843132	0.31438363																																													
1.520000																			0.25033307	1.38266289	0.31468192																																													
1.530000																			0.25043762	1.38750422	0.31490248																																													
1.540000																			0.25061661	1.39230478	0.31476164																																													
1.550000																			0.25099462	1.39693141	0.31449392																																													
1.560000																			0.25169769	1.40111196	0.31349745																																													
1.570000																			0.25269198	1.40555239	0.31173337																																													
1.580000																			0.25391519	1.41049016	0.30899990																																													
1.590000																			0.25501549	1.41562295	0.30601084																																													
1.600000																			0.25672516	1.41953051	0.30247933																																													
1.610000																			0.25847682	1.42288733	0.29891768																																													
1.620000																			0.26034632	1.42553115	0.29516652																																													
1.630000																																																																		
1.640000																																																																		
1.650000																																																																		
1.660000																																																																		
1.670000																																																																		
1.680000																																																																		
1.690000																																																																		
1.700000																																																																		
1.710000																																																																		
1.720000																																																																		
1.730000																																																																		
1.740000																																																																		
1.750000																																																																		
1.760000																																																																		
1.770000																																																																		
1.780000																																																																		
1.790000																																																																		
1.800000																																																																		
1.810000																																																																		
1.820000																																																																		
1.830000																																																																		
1.840000																																																																		
1.850000																																																																		
1.860000																																																																		
1.870000																																																																		
1.880000																																																																		
1.890000																																																																		
1.900000																																																																		
1.910000																																																																		
1.920000																																																																		
1.930000																																																																		
1.940000																																																																		
1.950000																																																																		
1.960000																																																																		
1.970000																																																																		
1.980000																																																																		
1.990000																																																																		
2.000000																																																																		
2.010000																																																																		
2.020000																																																																		
2.030000																																																																		
2.040000																																																																		
2.050000																																																																		
2.060000																																																																		
2.070000																																																																		
2.080000																																																																		
2.090000																																																																		
2.100000																																																																		
2.110000																																																																		
2.120000																																																																		
2.130000																																																																		
2.140000																																																																		
2.150000																																																																		
2.160000																																																																		
2.170000																																																																		
2.180000																																																																		
2.190000																																																																		
2.200000																																																																		
2.210000																																																																		
2.220000																																																																		
2.230000																																																																		
2.240000																																																																		
2.250000																																																																		
2.260000																																																																		
2.270000																																																																		
2.280000																																																																		
2.290000																																																																		
2.300000																																																																		
2.310000																																																																		
2.320000																																																																		
2.330000																																																																		
2.340000																																																																		
2.350000																																																																		
2.360000																																																																		
2.370000																																																																		
2.380000																																																																		
2.390000																																																																		
2.400000																																																																		
2.410000																																																																		
2.420000																																																																		
2.430000																																																																		
2.440000																																																																		
2.450000																																																																		
